Compiler,ImportFunctions
Binaryen,env.__cargo_web_snippet_6a77b2f2accec26fefbfa0d864061d26f40f8f6f
Binaryen,./rust_webpack.__widl_f_set_files_HTMLInputElement
Binaryen,./rust_webpack.__widl_f_key_KeyboardEvent
Binaryen,./https_everywhere_lib_wasm.__wbindgen_throw
Binaryen,wbg.__wbindgen_closure_wrapper124
Binaryen,wasi_unstable.fd_filestat_get
Binaryen,wbg.__wbindgen_closure_wrapper131
Binaryen,wbg.__widl_f_set_global_alpha_CanvasRenderingContext2D
Binaryen,wbg.__wbindgen_closure_wrapper1384
Binaryen,./rust_webpack.__wbg_permissions_edcfb915171daf62
Binaryen,./index.js.__widl_f_target_Event
Binaryen,env.__cargo_web_snippet_9bb69d8170fbce892ba4900d8824aa142e63adf6
Binaryen,env.it_works
Binaryen,./rust_webpack.__wbg_resolve_ba2abfe8fd26aa18
Binaryen,./index.js.__widl_instanceof_Window
Binaryen,./index.js.__wbindgen_cb_forget
Binaryen,wbg.__wbg_set_0718caf2a62a5c4f
Binaryen,./rust_webpack.__wbg_self_e0b3266d2d9eba1a
Binaryen,./index.js.__wbg_replacechild_c03cdfc26975e8db
