Compiler,ImportFunctions
wasm-bindgen,env.__cargo_web_snippet_85b9ecbdb8513465b790546acfd0cd530441b8a4
wasm-bindgen,wbg.__widl_f_item_HTMLCollection
wasm-bindgen,wbg.__wbg_global_99312a595fd2e761
wasm-bindgen,./rust_webpack.__wbindgen_json_parse
wasm-bindgen,./https_everywhere_lib_wasm.__wbg_set_8866dbb36cf947cb
wasm-bindgen,./rust_webpack.__widl_f_new_with_u8_array_sequence_and_options_Blob
wasm-bindgen,wbg.__wbg_random_09364f2d8647f133
wasm-bindgen,wbg.__wbg_toString_c663742ecc5b25ea
wasm-bindgen,env.cos
wasm-bindgen,./rust_webpack.__widl_f_set_onvisibilitychange_Document
wasm-bindgen,./js_framework_benchmark_simi.__widl_instanceof_Element
wasm-bindgen,wasi_unstable.path_remove_directory
wasm-bindgen,./rust_webpack.__widl_instanceof_Window
wasm-bindgen,./rust_webpack.__wbg_new_eed4009beab03e81
wasm-bindgen,env.__cargo_web_snippet_8545f3ba2883a49a2afd23c48c5d24ef3f9b0071
wasm-bindgen,wbg.__wbindgen_closure_wrapper139
wasm-bindgen,wbg.__wbg_then_0fe88013efbd2711
wasm-bindgen,env.__cargo_web_snippet_09675c7ed2827e045dc760aeac3d286437cfbe5e
wasm-bindgen,./rust_webpack.__widl_f_set_href_HTMLLinkElement
wasm-bindgen,./index.js.__wbg_settextcontent_41d94df0242539e0
wasm-bindgen,./index.js.__wbg_random_4eec15c1337c828c
wasm-bindgen,./js_framework_benchmark_simi.__widl_f_add_event_listener_with_callback_EventTarget
wasm-bindgen,env.__cargo_web_snippet_c26ddf75f581148e029dfcd95c037bb50d502e43
wasm-bindgen,./index.js.__wbindgen_closure_wrapper60
wasm-bindgen,./index.js.__widl_f_parent_element_Node
wasm-bindgen,./rust_webpack.__widl_f_child_nodes_Node
wasm-bindgen,wbg.__widl_f_fill_CanvasRenderingContext2D
wasm-bindgen,wbg.__wbindgen_is_string
wasm-bindgen,./js_framework_benchmark_simi.__wbindgen_is_null
wasm-bindgen,./rust_webpack.__wbg_length_f74e28a8e08f33fb
wasm-bindgen,wbg.__widl_f_fetch_with_request_Window
wasm-bindgen,env.__cargo_web_snippet_ab05f53189dacccf2d365ad26daa407d4f7abea9
wasm-bindgen,./rust_webpack.__wbindgen_debug_string
wasm-bindgen,wbg.__wbg_new_f802c5ff9d449d95
wasm-bindgen,wasi_unstable.path_unlink_file
wasm-bindgen,wbg.__wbindgen_memory
wasm-bindgen,wbg.__widl_f_fill_text_CanvasRenderingContext2D
wasm-bindgen,wbg.__widl_f_origin_Location
wasm-bindgen,./rust_webpack.__wbindgen_throw
wasm-bindgen,./js_framework_benchmark_simi.__wbg_call_173f04c850a68d5f
wasm-bindgen,env.__cargo_web_snippet_6a77b2f2accec26fefbfa0d864061d26f40f8f6f
wasm-bindgen,./rust_webpack.__widl_f_set_files_HTMLInputElement
wasm-bindgen,./rust_webpack.__widl_f_key_KeyboardEvent
wasm-bindgen,./https_everywhere_lib_wasm.__wbindgen_throw
wasm-bindgen,wbg.__wbindgen_closure_wrapper124
wasm-bindgen,wasi_unstable.fd_filestat_get
wasm-bindgen,wbg.__wbindgen_closure_wrapper131
wasm-bindgen,wbg.__widl_f_set_global_alpha_CanvasRenderingContext2D
wasm-bindgen,wbg.__wbindgen_closure_wrapper1384
wasm-bindgen,./rust_webpack.__wbg_permissions_edcfb915171daf62
wasm-bindgen,./index.js.__widl_f_target_Event
wasm-bindgen,env.__cargo_web_snippet_9bb69d8170fbce892ba4900d8824aa142e63adf6
wasm-bindgen,env.it_works
wasm-bindgen,./rust_webpack.__wbg_resolve_ba2abfe8fd26aa18
wasm-bindgen,./index.js.__widl_instanceof_Window
wasm-bindgen,./index.js.__wbindgen_cb_forget
wasm-bindgen,wbg.__wbg_set_0718caf2a62a5c4f
wasm-bindgen,./rust_webpack.__wbg_self_e0b3266d2d9eba1a
wasm-bindgen,./index.js.__wbg_replacechild_c03cdfc26975e8db
