"ID","IssueID","BugFixCommitID","Filename","FunctionName","InFirstLineOfPatch","Language","RawURL"
5032,214183,83671,src/ast_utils.h,visitAtomicRMW,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5033,214183,83671,src/ast_utils.h,visitAtomicCmpxchg,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5034,214183,83671,src/ast_utils.h,visitAtomicWait,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5035,214183,83671,src/ast_utils.h,visitAtomicWake,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5036,214183,83671,src/ast_utils.h,visitConst,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5037,214183,83671,src/ast_utils.h,visitUnary,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5038,214183,83671,src/ast_utils.h,visitBinary,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5039,214183,83671,src/ast_utils.h,visitFunctionType,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5040,214183,83671,src/ast_utils.h,visitImport,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5041,214183,83671,src/ast_utils.h,visitExport,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5042,214183,83671,src/ast_utils.h,visitGlobal,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5043,214183,83671,src/ast_utils.h,visitTable,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5044,214183,83671,src/ast_utils.h,visitMemory,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5045,214183,83671,src/ast_utils.h,visitModule,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5046,214183,83671,src/ast_utils.h,getValueType,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5047,214183,83671,src/ast_utils.h,visitBlock,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5048,214183,83671,src/ast_utils.h,visitIf,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5049,214183,83671,src/ast_utils.h,visitLoop,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5050,214183,83671,src/ast_utils.h,visitSetGlobal,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5051,214183,83671,src/ast_utils.h,visitLoad,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5052,214183,83671,src/ast_utils.h,visitNop,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5053,214183,83671,src/ast_utils.h,visitUnreachable,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5054,214183,83671,src/ast_utils.h,updateStack,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/ast_utils.h
5055,214183,83671,src/wasm-traversal.h,visit##CLASS_TO_VISIT,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/wasm-traversal.h
5056,214183,83671,src/wasm-traversal.h,visit,0,C,https://github.com/WebAssembly/binaryen/raw/059e6e37ce17fb16d1087d00579a92d7b8634c25/src/wasm-traversal.h
5057,55209,83071,src/jsifier.js,JSify,1,TS,https://github.com/emscripten-core/emscripten/raw/8106c65ffdbbee0bc02fddb4ce5feb2bf5967383/src/jsifier.js
5058,55209,83071,src/parseTools.js,getPageSize,1,TS,https://github.com/emscripten-core/emscripten/raw/8106c65ffdbbee0bc02fddb4ce5feb2bf5967383/src/parseTools.js
5059,55209,83071,tests/test_browser.py,test_pthread_condition_variable,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/8106c65ffdbbee0bc02fddb4ce5feb2bf5967383/tests/test_browser.py
5060,212918,83576,src/js/binaryen.js-post.js,Module['emitText'],1,TS,https://github.com/WebAssembly/binaryen/raw/6f55457c3edbeed202f27647a2cf0482160af098/src/js/binaryen.js-post.js
5061,212922,34935,scripts/test/shared.py,is_exe,1,PYTHON,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/scripts/test/shared.py
5062,212922,34935,src/js/binaryen.js-post.js,i8sToStack,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/src/js/binaryen.js-post.js
5063,212922,34935,src/js/binaryen.js-post.js,wrapModule,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/src/js/binaryen.js-post.js
5064,212922,34935,src/js/binaryen.js-post.js,Module['getExpressionInfo'],1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/src/js/binaryen.js-post.js
5065,212922,34935,src/js/binaryen.js-post.js,Module['exit'],1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/src/js/binaryen.js-post.js
5066,212922,34935,test/binaryen.js/atomics.js,assert,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/atomics.js
5067,212922,34935,test/binaryen.js/custom-section.js,assert,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/custom-section.js
5068,212922,34935,test/binaryen.js/debug-info.js,test,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/debug-info.js
5069,212922,34935,test/binaryen.js/emit_asmjs.js,assert,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/emit_asmjs.js
5070,212922,34935,test/binaryen.js/event.js,cleanInfo,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/event.js
5071,212922,34935,test/binaryen.js/exception-handling.js,stringify,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/exception-handling.js
5072,212922,34935,test/binaryen.js/functions.js,cleanInfo,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/functions.js
5073,212922,34935,test/binaryen.js/global.js,cleanInfo,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/global.js
5074,212922,34935,test/binaryen.js/hello-world.js,assert,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/hello-world.js
5075,212922,34935,test/binaryen.js/kitchen-sink.js,assert,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/kitchen-sink.js
5076,212922,34935,test/binaryen.js/kitchen-sink.js,cleanInfo,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/kitchen-sink.js
5077,212922,34935,test/binaryen.js/kitchen-sink.js,makeInt32,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/kitchen-sink.js
5078,212922,34935,test/binaryen.js/kitchen-sink.js,test_expression_info,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/kitchen-sink.js
5079,212922,34935,test/binaryen.js/kitchen-sink.js,main,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/kitchen-sink.js
5080,212922,34935,test/binaryen.js/optimize-levels.js,printOptions,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/optimize-levels.js
5081,212922,34935,test/binaryen.js/optimize-levels.js,test,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/optimize-levels.js
5082,212922,34935,test/binaryen.js/push-pop.js,stringify,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/push-pop.js
5083,212922,34935,test/binaryen.js/reloc.js,assert,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/reloc.js
5084,212922,34935,test/binaryen.js/sieve.js,test,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/sieve.js
5085,212922,34935,test/binaryen.js/simd.js,test,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/simd.js
5086,212922,34935,test/binaryen.js/sourcemap.js,assert,1,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/sourcemap.js
5087,212922,34935,test/binaryen.js/stackir.js,test,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/stackir.js
5088,212922,34935,test/binaryen.js/validation_errors.js,test,0,TS,https://github.com/WebAssembly/binaryen/raw/02e6ba2b139e6c7ac0a97baa2af75df4250e140f/test/binaryen.js/validation_errors.js
5089,212924,83578,src/tools/wasm-metadce.cpp,main,1,C,https://github.com/WebAssembly/binaryen/raw/255d28a7bd903cedacc9ca0a00b7379188bf17bc/src/tools/wasm-metadce.cpp
5090,212964,83585,src/ir/find_all.h,FindAllPointers,0,C,https://github.com/WebAssembly/binaryen/raw/a0c423ef501ea7267c24c46e645296e713b2ea42/src/ir/find_all.h
5091,212964,83585,src/passes/Inlining.cpp,doInlining,0,C,https://github.com/WebAssembly/binaryen/raw/a0c423ef501ea7267c24c46e645296e713b2ea42/src/passes/Inlining.cpp
5092,212964,83585,src/passes/Inlining.cpp,createInliningOptimizingPass,1,C,https://github.com/WebAssembly/binaryen/raw/a0c423ef501ea7267c24c46e645296e713b2ea42/src/passes/Inlining.cpp
5093,212964,83585,src/passes/pass.cpp,PassRegistry::registerPasses,1,C,https://github.com/WebAssembly/binaryen/raw/a0c423ef501ea7267c24c46e645296e713b2ea42/src/passes/pass.cpp
5094,212965,83586,auto_update_tests.py,update_binaryen_js_tests,1,PYTHON,https://github.com/WebAssembly/binaryen/raw/77b3743f58f59acdb5e40c6e4eea87a4bafc96d3/auto_update_tests.py
5095,212965,83586,scripts/test/wasm2js.py,update_wasm2js_tests,1,PYTHON,https://github.com/WebAssembly/binaryen/raw/77b3743f58f59acdb5e40c6e4eea87a4bafc96d3/scripts/test/wasm2js.py
5096,55214,34718,emcc.py,optimizing,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/f323becedc9688d9675c41cc614c303cc5a8b9d7/emcc.py
5097,55214,34718,emcc.py,get_final,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/f323becedc9688d9675c41cc614c303cc5a8b9d7/emcc.py
5098,55214,34718,emcc.py,get_eliminate,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/f323becedc9688d9675c41cc614c303cc5a8b9d7/emcc.py
5099,55214,34718,emcc.py,separate_asm_js,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/f323becedc9688d9675c41cc614c303cc5a8b9d7/emcc.py
5100,213019,83588,src/binaryen-c.cpp,BinaryenModuleAllocateAndWriteText,0,C,https://github.com/WebAssembly/binaryen/raw/74d438ec0e3c51d757e8a0fa0e461824b9e1d161/src/binaryen-c.cpp
5101,213020,34940,scripts/test/node-esm-loader.mjs,parentModuleURL,1,TS,https://github.com/WebAssembly/binaryen/raw/8d19d00268a4b1af556008bea933ede869d8a757/scripts/test/node-esm-loader.mjs
5102,213020,34940,scripts/test/wasm2js.py,test_wasm2js_output,1,PYTHON,https://github.com/WebAssembly/binaryen/raw/8d19d00268a4b1af556008bea933ede869d8a757/scripts/test/wasm2js.py
5103,55249,34732,emcc.py,get_bitcode_file,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/f90cd4d5a9cbaf4ad8ea9d2dfc97d7cdf2d859fb/emcc.py
5104,213070,34941,src/binaryen-c.cpp,BinaryenNotVec128,1,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/binaryen-c.cpp
5105,213070,34941,src/ir/cost.h,visitBinary,0,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/ir/cost.h
5106,213070,34941,src/js/binaryen.js-post.js,i8sToStack,0,TS,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/js/binaryen.js-post.js
5107,213070,34941,src/js/binaryen.js-post.js,wrapModule,1,TS,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/js/binaryen.js-post.js
5108,213070,34941,src/passes/Print.cpp,visitBinary,0,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/passes/Print.cpp
5109,213070,34941,src/tools/fuzzing.h,makeBinary,0,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/tools/fuzzing.h
5110,213070,34941,src/wasm-binary.h,writeTo,0,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/wasm-binary.h
5111,213070,34941,src/wasm-interpreter.h,visitBinary,0,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/wasm-interpreter.h
5112,213070,34941,src/wasm.h,operato,0,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/wasm.h
5113,213070,34941,src/wasm/wasm-binary.cpp,WasmBinaryBuilder::maybeVisitSIMDBinary,1,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/wasm/wasm-binary.cpp
5114,213070,34941,src/wasm/wasm-stack.cpp,BinaryInstWriter::visitBinary,1,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/wasm/wasm-stack.cpp
5115,213070,34941,src/wasm/wasm-validator.cpp,FunctionValidator::visitBinary,1,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/src/wasm/wasm-validator.cpp
5116,213070,34941,test/binaryen.js/kitchen-sink.js,test_core,1,TS,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/test/binaryen.js/kitchen-sink.js
5117,213070,34941,test/example/c-api-kitchen-sink.c,test_core,1,C,https://github.com/WebAssembly/binaryen/raw/034ed383a968204427befda3f9fb8bb5d2f63f75/test/example/c-api-kitchen-sink.c
5118,213095,34942,src/wasm2js.h,fromName,0,C,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/src/wasm2js.h
5119,213095,34942,src/wasm2js.h,Wasm2JSBuilder::addExports,1,C,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/src/wasm2js.h
5120,213095,34942,src/wasm2js.h,Wasm2JSBuilder::addMemoryFuncs,0,C,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/src/wasm2js.h
5121,213095,34942,src/wasm2js.h,Wasm2JSBuilder::addMemoryGrowthFuncs,0,C,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/src/wasm2js.h
5122,213095,34942,test/wasm2js/address.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/address.2asm.js
5123,213095,34942,test/wasm2js/atomic_fence.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/atomic_fence.2asm.js
5124,213095,34942,test/wasm2js/dynamicLibrary.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/dynamicLibrary.2asm.js
5125,213095,34942,test/wasm2js/emscripten-grow-no.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/emscripten-grow-no.2asm.js
5126,213095,34942,test/wasm2js/emscripten-grow-yes.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/emscripten-grow-yes.2asm.js
5127,213095,34942,test/wasm2js/emscripten.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/emscripten.2asm.js
5128,213095,34942,test/wasm2js/endianness.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/endianness.2asm.js
5129,213095,34942,test/wasm2js/grow-memory-tricky.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/grow-memory-tricky.2asm.js
5130,213095,34942,test/wasm2js/grow_memory.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/grow_memory.2asm.js
5131,213095,34942,test/wasm2js/left-to-right.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/left-to-right.2asm.js
5132,213095,34942,test/wasm2js/traps.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/traps.2asm.js
5133,213095,34942,test/wasm2js/unaligned.2asm.js,asmFunc,1,TS,https://github.com/WebAssembly/binaryen/raw/a0c77bf09dc561f9857bd44167fb04d571e3036a/test/wasm2js/unaligned.2asm.js
5134,55203,34717,emscripten.py,create_basic_funcs,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/2921505459f87ce7d5dabd7c0c4fe11f807d83ef/emscripten.py
5135,55203,34717,tests/test_other.py,test_link_s,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/2921505459f87ce7d5dabd7c0c4fe11f807d83ef/tests/test_other.py
5136,55203,34717,tests/test_other.py,test_legacy_settings_strict_mode,1,PYTHON,https://github.com/emscripten-core/emscripten/raw/2921505459f87ce7d5dabd7c0c4fe11f807d83ef/tests/test_other.py
5137,213118,34944,src/binaryen-c.cpp,BinaryenAtomicWaitId,1,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/binaryen-c.cpp
5138,213118,34944,src/binaryen-c.cpp,BinaryenAtomicFence,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/binaryen-c.cpp
5139,213118,34944,src/binaryen-c.cpp,BinaryenAtomicNotifyGetNotifyCount,1,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/binaryen-c.cpp
5140,213118,34944,src/ir/ExpressionAnalyzer.cpp,visitImmediates,1,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/ExpressionAnalyzer.cpp
5141,213118,34944,src/ir/ExpressionManipulator.cpp,flexibleCopy,1,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/ExpressionManipulator.cpp
5142,213118,34944,src/ir/ReFinalize.cpp,ReFinalize::visitAtomicRMW,1,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/ReFinalize.cpp
5143,213118,34944,src/ir/effects.h,visitAtomicFence,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/effects.h
5144,213118,34944,src/ir/effects.h,visitSIMDExtract,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/effects.h
5145,213118,34944,src/ir/effects.h,visitSIMDReplace,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/effects.h
5146,213118,34944,src/ir/effects.h,visitSIMDShuffle,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/effects.h
5147,213118,34944,src/ir/utils.h,create,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5148,213118,34944,src/ir/utils.h,visitAtomicCmpxchg,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5149,213118,34944,src/ir/utils.h,visitAtomicWait,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5150,213118,34944,src/ir/utils.h,visitAtomicNotify,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5151,213118,34944,src/ir/utils.h,visitAtomicFence,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5152,213118,34944,src/ir/utils.h,visitSIMDExtract,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5153,213118,34944,src/ir/utils.h,visitSIMDReplace,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5154,213118,34944,src/ir/utils.h,visitSIMDShuffle,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/ir/utils.h
5155,213118,34944,src/js/binaryen.js-post.js,i8sToStack,0,TS,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/js/binaryen.js-post.js
5156,213118,34944,src/js/binaryen.js-post.js,wrapModule,1,TS,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/js/binaryen.js-post.js
5157,213118,34944,src/js/binaryen.js-post.js,Module['getExpressionInfo'],1,TS,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/js/binaryen.js-post.js
5158,213118,34944,src/passes/DeadCodeElimination.cpp,scan,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/DeadCodeElimination.cpp
5159,213118,34944,src/passes/Print.cpp,visitAtomicFence,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/Print.cpp
5160,213118,34944,src/passes/Print.cpp,visitSIMDExtract,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/Print.cpp
5161,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitAtomicRMW,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5162,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitAtomicWait,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5163,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitAtomicNotify,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5164,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitAtomicFence,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5165,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitMemoryInit,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5166,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitDataDrop,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5167,213118,34944,src/passes/RemoveUnusedModuleElements.cpp,visitMemoryCopy,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/passes/RemoveUnusedModuleElements.cpp
5168,213118,34944,src/tools/fuzzing.h,_makenone,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/tools/fuzzing.h
5169,213118,34944,src/wasm-binary.h,writeTo,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/wasm-binary.h
5170,213118,34944,src/wasm-builder.h,makeAtomicNotify,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/wasm-builder.h
5171,213118,34944,src/wasm-interpreter.h,visitAtomicFence,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/wasm-interpreter.h
5172,213118,34944,src/wasm-interpreter.h,visitCall,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/wasm-interpreter.h
5173,213118,34944,src/wasm-interpreter.h,visitCallIndirect,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/wasm-interpreter.h
5174,213118,34944,src/wasm-s-parser.h,parseExpression,0,C,https://github.com/WebAssembly/binaryen/raw/cb0b31a2d185f18662814c9f3c9158b2eea74760/src/wasm-s-parser.h
