"ID","IssueID","CommitID","Filename","Additions","Deletions","RawURL","FileSHA"
92,321,35051,tests/compiler/rc/logical-or-mismatch.optimized.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/rc/logical-or-mismatch.optimized.wat,b84863bf3502d7409c61ece222b0dc5585f7a9c6
110,321,35051,tests/compiler/std/array.optimized.wat,206,202,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/array.optimized.wat,b8e3fa92d90f8bd5715829137f69e64ceeebfb1f
91,321,35051,tests/compiler/rc/logical-and-mismatch.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/rc/logical-and-mismatch.untouched.wat,b91f12650c91622a276fcb4b9e99c49488110fa2
106,321,35051,tests/compiler/runtime-full.optimized.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/runtime-full.optimized.wat,bab0b7deacb3328837d6b9de19d12731f160cb93
76,321,35051,lib/rtrace/index.js,23,2,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/lib/rtrace/index.js,bb3fdef888dc1d2855b8f5d9546a6703c80278d4
97,321,35051,tests/compiler/rc/rereturn.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/rc/rereturn.untouched.wat,c2b913deaf97f2d3e54bf53043b9e579f8c1d028
78,321,35051,std/assembly/rt/tlsf.ts,5,2,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/std/assembly/rt/tlsf.ts,c797f2179477384a6c3a4a5820f954fafd8cac55
118,321,35051,tests/compiler/std/set.optimized.wat,126,122,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/set.optimized.wat,cc89fdce316842d2b411c22223b385603bb0f0c5
123,321,35051,tests/compiler/std/string.untouched.wat,118,114,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/string.untouched.wat,ced3a3044d03dbdeb58e814e252c217373a6d992
105,321,35051,tests/compiler/retain-return.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/retain-return.untouched.wat,d326f0d921abc86ba235cbbf685b5327c08150e4
119,321,35051,tests/compiler/std/set.untouched.wat,226,222,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/set.untouched.wat,d631fb55c296ea45818bcd65fbcb62c99ba384f2
86,321,35051,tests/compiler/managed-cast.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/managed-cast.untouched.wat,d9d9059ae8172df713128c3b67cea05aff61b62b
121,321,35051,tests/compiler/std/string-encoding.untouched.wat,61,57,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/string-encoding.untouched.wat,da0cf4dc3c0372a055790e8fff7e9db119022137
75,321,35051,lib/rtrace/index.d.ts,48,67,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/lib/rtrace/index.d.ts,ddcc282a81995a67fe96939f5c9a29001dfda149
107,321,35051,tests/compiler/runtime-full.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/runtime-full.untouched.wat,def9b8def0210d77bf752ce24e4233dcdc417c86
104,321,35051,tests/compiler/retain-return.optimized.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/retain-return.optimized.wat,e07eeaa98eced44b83697022c571fe53150fcb10
122,321,35051,tests/compiler/std/string.optimized.wat,99,95,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/string.optimized.wat,e1ba1f2313a0a688b10d91558fd0c2af2722053e
99,321,35051,tests/compiler/rc/ternary-mismatch.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/rc/ternary-mismatch.untouched.wat,e55f16157debbcab1909eb140b9763b7ea05cd5e
93,321,35051,tests/compiler/rc/logical-or-mismatch.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/rc/logical-or-mismatch.untouched.wat,ec891b8ec561885788422d3767e3432e56a952fe
111,321,35051,tests/compiler/std/array.untouched.wat,339,335,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/std/array.untouched.wat,eed86fceaf19ac58bbb8dd99d4b0ed1a1f1adec1
89,321,35051,tests/compiler/rc/local-init.untouched.wat,1,1,https://github.com/AssemblyScript/assemblyscript/raw/289ddb7a4df941434b5652c682e542bf5d835278/tests/compiler/rc/local-init.untouched.wat,f5e9ce0b46ef739fdb2ea18908dd73383a8a2080
128,322,35052,src/compiler.ts,30,12,https://github.com/AssemblyScript/assemblyscript/raw/5d92a64f50ed88bf7ec725bb0e7c06d3ae481ea2/src/compiler.ts,"48d3a1088c3e2ca11d1abfeb5798ac329f8f090d"
129,322,35052,tests/compiler/std/typedarray.optimized.wat,9,15,https://github.com/AssemblyScript/assemblyscript/raw/5d92a64f50ed88bf7ec725bb0e7c06d3ae481ea2/tests/compiler/std/typedarray.optimized.wat,a7da285eb3f9bc75de9d35ac523ffec45f29edf3
130,322,35052,tests/compiler/std/typedarray.untouched.wat,0,8,https://github.com/AssemblyScript/assemblyscript/raw/5d92a64f50ed88bf7ec725bb0e7c06d3ae481ea2/tests/compiler/std/typedarray.untouched.wat,e59231ded3c8c390996d74578de7e944bfe63443
172,323,35053,tests/compiler/class-static-function.untouched.wat,5,4,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/class-static-function.untouched.wat,"0081860a1b474aa51445adc95e64f2761945ff1b"
255,323,35053,tests/compiler/new.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/new.untouched.wat,"009f840031a1a8b1c41c2f9fde8dc2d4e61e6b4b"
365,323,35053,tests/compiler/switch.optimized.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/switch.optimized.wat,"0202f18225cf37c56e0c5172f1aa4069e040fe63"
